urn	text	simile	signs
urn:cts:greekLit:tlg5026.msA.hmt:11.184	σιντην θωες μεν τε ,	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.184	Αριστοτε  εν τῳ φησι θωας και λεοντας πολεμια ειναι σαρκοφαγα οντα και απο των αυτων την τροφην ποριζομενα , εμπειρος ουν τουτων και προ Αριστοτελους ο ποιητης ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.185	αϊσσων ῳ εγχεϊ	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.185	η επι το αϊσσων βραχυ διασταλτεον η επι τῳ εγχει και αμφοτερα εγκατασκευα , το μεντοι δευτερον δοκει λειπειν  τη συν προθ  . ως και εκει εγχει επαϊσσων ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.186	στη δε παρεξ ,	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.186	παρεστη δε και περισση η εξ ομοιως το οσσα παρεξ ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.187	Πριαμιδ  νοθον .	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.187	επι το Πριαμιδην βραχυ διαστελλειν αξιουσι τινες , ουκ απιθανως , ινα μη συναπτωμεν τῳ πατρωνυμικῳ τον υιν  και ζητημα ποιωμεν περι τινα ωσπερ εξηγησιν η επαναληψιν ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.188	περισσον δε το υιον : κτητικοις μεν γαρ προστιθεται το υπο την κτισιν πεσειν δυναμενον πατρωνυμικοις δε εμπεριεχεται ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.189	ως δ' οποτε πληθων ποταμος πεδιον δε :	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.189	οτι Ζηνοδοτος γραφει πεδιον δε διηται το δε κατεισι . την εξ υψους κατφοραν  δηλοι ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.190	πολλας δε δρυς αζαλεας ,	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.190	προς το σημαινομενον , ποτερον οτι φυλλορροει και κατα ταυτην την ωραν ξηραινομενα τα δενδρα εκ ριζων αναβαλλεται εκ των χειμαρρων . η οτι οι δρυτομοι εις τους ποταμους εμβαλλουσι κοπτοντες : ινα επι του καιρου συγκαταφερωνται τῳ ομβρῳ ο και υγιες ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.191	αφυσγετον ,	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.191	Αρισταρχος οξυνει ομοιως τῳ υετον : ο δε Τυραννιων βαρυνει ομοιως τῳ ατρυγετον εστι δε εκεινο υπερ του Αρισταρχ  λεγειν οτι τα υπερ τρεις συλλαβας δια του ετος εκφερομενα μη εχοντα παρασχηματισμον θηλυκου . επιθετικως μεν λαμβανομενα τριτην απο τελους θελει εχειν την οξειαν ωσπερ εχει το αμαιμακετος περιμηκετος : το δε λαλαπετος μη ον επιθετικων  οξυνθη και το Ϊαπετος επι κυριου ειπερ ουν και το αφυσγετος ουκ εστιν επιθετικον υγιως οξυτονηθησεται κατα τον Αρισταρχον . η ειπερ αυτο βαρυνομεν , δωσομεν αυτο και επικεισθαι τινι ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.192	‡ Εκτωρ μεν μετα τοισιν ομιλει :	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.192	οτι ομιλει αντι του εμαχετο : απο του ομου τας ιλας εμβαλλειν :	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.193	νεων  δ' αλαπαζε φαλαγγας :	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.193	οι μεν πλειους ανεγνωσαν νεων ως ξενων ινα της οι νεοι ευθειας γενικη υπαρχοι , ο μεντοι Αρισταρχος και Αλεξιων και ο Ασκαλωνιτης περιεσπασαν ινα απο του των νεες ωκειαι . η επι φησι νουν ουκ εχει το βαρυνομενον το μεντοι περισπωμενον τοιαυτης υπαρχουσης της διανοιας τας προ των νεων ταξεις ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.194	παυσεν αριστευοντα :	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.194	οτι μηδεν προδιασυστησας κατα συμπερασμα παυσεν αριστευοντα φησιν , η δε αναφορα προς το τῳ ου πω τις ομοιος επιχθονιος γενετ' ανηρ κοσμησαι ιππους τε και ανερας ασπιδιωτας	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.195	μετα κλινθεντος .	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.195	αντι του μεταβληθεντος του πολεμου και επικρατεστερων γενομενων των Τρωων ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.196	ϊους τ' εκταμνειν ,	0	obelos
urn:cts:greekLit:tlg5026.msA.hmt:11.196	αθετειται οτι ουκ αναγκαια η εξαριθμησις . μειοι γαρ ει μονον ιους εκταμνειν και φαρμακευειν οιδεν . και Αριστοφα  προηθετει Ζηνοδοτ  δε ουδε εγραφεν ⁑	0	obelos
urn:cts:greekLit:tlg5026.msA.hmt:11.197	Εκτωρ νωϊ μεν ενθαδ' ομιλεομεν	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.197	οτι κυριως λεγει ομιλεομεν ομου τας ϊλας συμβαλλομεν ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.198	κεισ' ιππους τε και αρμ'α :	0	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:11.198	οτι Ζηνοδοτος γραφει κειθ' ιππους : γινεται δε εν εκεινῳ τῳ τοπῳ : το δε εκεισε εις εκεινον τον τοπον ο δη νυν αρμοζει ⁑	0	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:11.199	μαστιγι λιγυρῃ ,	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.199	οτι τῳ ειδει το γενος δεδηλωκεν : το γαρ αϊοντες εστιν ακουοντες θελει δε ειπειν επαισθομενοι της πληγης η γαρ ακοη ειδος εστι της αισθησεως ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.200	ας αρ' αφ' ιππειων οπλεων :	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.200	ου χωριστεον τον εξης επιφερομενον αι τ' απ' επισσωτρων ο γαρ λογος ουτος : ας αι ρανιδες εβαλλον αι απο τε των ιππειων οπλων και αι απο των επισσωτρων :	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.201	μινυθα δε χαζετο ,	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.201	εκειθεν οπου ην ο Αιας . ελασσον δορατος βολης , ανεχωρει	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.202	μινυνθα δε :	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.202	επ ολιγον φησι της βολης του δορατος υπεχωρει : αντ  του ουδε επ ολιγον : αλλ' αει συνεπλεκετο ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.203	στη δε ταφων οπιθεν δε σακος :	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.203	οτι εκ τελαμωνων ανηρτηντο αι ασπιδες ου γαρ αν αλλως ηδυνατο εις τουπισω μεταλαμβανεσθαι ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.204	ως δ' αιθωνα λεοντα :	70	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:11.204	οτι απο τουτου Ζηνοδοτος αθετει εως του ηϊε πολλ' αεκων ισως οτι νυν μεν λεοντι παραβεβληκεν εξης δε ονῳ εστι δε προς διαφορα σημαινομενα : ο μεν γαρ λεων προς την πραξιν ο δε ονος προς την υπομονην : και γαρ τουτον επιτριβῃ πληγων λαμβανει ⁑	70	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:11.205	δια τι . οτε μεν λεοντι οτε δε ονῳ παραβαλλει τον Αιαντα ρητεον ουν οτι αι μεν παραβολαι τριων ενεκα γινονται αυξησεως ενεργειας σαφηνειας . εις το προσφορον δε εν εκατερον διετηρησεν . ο ποιητης ειπων Αιαντα και φονευοντος δικην και των πολεμιων αναχωρειν ως ονον ταις γαρ φυσεσι των ζῳων και το οκνηρον προσφυγην και το ταχυ προς μαχην του ηρωος δεδηλωκεν ⁑	70	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:11.206	ο δε κρειων ερατιζων :	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.206	περισπαστεον η γαρ κρεων γενικη επλεονασε το ϊ , ητις περισπαται δια το εχειν εντελεστεραν την κρεαων ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.207	‡ νωθης ῳ δη	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.207	οτι δοκει μαχεσθαι : ει γαρ κατεαγη πολλα περι αυτον ροπαλα ου δυναται η βια των τυπτοντων νηπια ειναι αλλ εστι τοιουτο το λεγομενον ῳ τινι προτερον κατεαγη ροπαλα πολλα ωστε εντριβῃ αυτον πληγων ειναι δι' ο η των παιδων βια ασθενης αυτῳ φαινεται ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.208	ροπαλα :	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.208	ξυλα εκ του ετερου μερους παχυτερα και το ετοιμον εις το ετερον μερος την ροπην εχοντα : η εκ του ραπιζειν . η τῃ ροπῃ ο εστι τῃ φορᾳ . αλλοι ουν και συντριβειν συνηθη δε πληγων θελει αυτον , παραστησαι ινα δειξῃ αυτου το γενναιον ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.209	σπουδῃ τ' εξηλασσαν :	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.209	οτι σπουδῃ λεγει αντι του μολις και μετα πολλης κακοπαθιας και οτι εκορεσσατο ειπεν αντι του εκορεσθη ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.210	Τρωων ιπποδαμων :	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.210	προς το οτε δε τρωπασκετο ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.211	παντας δε προεεργε :	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.211	ητοι εκωλυεν τους Τρωας εμπιπτειν ταις ναυσιν η προετρεπετο τους Ελληνας αναχωρειν ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.212	αλλα μεν εν σακεϊ :	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.212	προς την εξηγησιν του ο δε χασσαμενος πελεμιχθη αναχωρουντες γαρ τα εμπεπηγοτα δορατα ταις ασπισι διετινασσον ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.213	εν γαιῃ ισταντο :	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.213	τα δορατα ισταντο . και οτι απο των εμψυχων μεταφερει ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.214	‡ ηπαρ υπο πραπιδων :	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.214	πραπιδες το διααφραγμα . εστι δε νευρωδης υμην διεζωκως τα σπλαγχνα ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.215	το ηπαρ ετρωσεν κατω υπο τας φρενας :	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.215	φρενας δε ο ποιητης και παντες οι παλαιοι εκαλουν το διαφραγμα . παρ οσον φλεγμαινον τουτο ως νευρωδες εχει . συμπασχοντα τον εγκεφαλον : και παρακολουθουσι μεγισται παραφρονησεις . πηγη δε ολου του νευρωδους γενους ο εγκεφαλος . ωσπερ αρτηριων καρδια και φλεβων ηπαρ ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.216	δεξιον εκλασθη δε δοναξ  :	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.216	οτι ο του βελους καλαμος . τα γαρ βελη ξυλινα και καλαμινα ην προς το κηλα θεοι οτι τα βελη λεγει : καιτοι εξ αλλης ην υλης εκεινα ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.217	οτι αντι του και αυτου τον μηρον ετρωσεν ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.218	Αιανθ' ος βελεεσσι :	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.218	οτι Ζηνοδοτος γραφει Αιαντος βελεεσσι : γενικῃ μεν ουν ουχ αρμοζει ωστε δεχεσθαι του Αιαντος : ει δε και κατα συναλιφην εν τῳ ψιλω αντιστοιχῳ γεγραφεν ιν' ῃ το πληρες Αιαντος βελεεσσιν . ουκ εστι της καθ Ομηρον Ιαδος το ψιλουν τα τοιαυτα ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.219	ως οι μεν μαρναντο δεμας	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.219	την σφοδροτητα της μαχης παριστησι περι την γενομενην εν αυτῃ φθοραν εικασας πυρ γαρ και ραστα , και ταχιστα φθειρει ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.220	εστηκει γαρ επι πρυμνη	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.220	οτι η πτωσις ηλλακται αντι του πρυμνης μεγακητεος νηος ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.221	εκοροων πονον αιπυν ϊωκα τε	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.221	ο τινες γραφουσιν ιω , ειτα καταδακρυοεσσαν . γινεται δε εκθεσμον ο γαρ Ομρ  ϊωκα την ηωκην οιον διωξιν ως Ησιοδος την κροκην κροκα ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.222	‡ εκμολεν .	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.222	σημειουνται τινες οτι ου πορρωθεν η προαναφωνησις . κακει ουν ουκ επι τα πορρω η αποτασις Διος δ' ετελειετο , βουλῃ ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.223	τιπτε με κικλησκεις :	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.223	οτι πτωσις ηλλακται αιτιατικῃ αντι δοτικης το σε αντι του σοι ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.224	ον τινα τουτον	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.224	οτι αντι του τετρωμενον τῳ ιδικῳ το γενικον εσημανεν ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.225	εξ οχεων : τοι δ' ιδρω απεψυχοντ  :	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.225	οτι ψυχειν μεν λεγει προς ανεμον : τερσεσθαι δε εν ηλιῳ , ηματα δ' ηελιοιο μενον τερσημεναι αυγῃ ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.226	σταν τε ποτι πνοιην :	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.226	οτι σαφες οτι ουτοι προς τῃ θαλασσῃ νενεωλκηκασιν ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.227	‡ χαλκειον κανεον : επι δε κρομυον ποτῳ οψον ,	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.227	ποτικον οψον ο εστι προσφαγιον διψους παρασκευαστικον : παν δε το μετα αρτου εσθιομενον οψον καλειται . δι ο και η διπλη , εστι δε το κρομυον και προς τα μη καλα αρμοζον υδατα ως αλεξιφαρμακον ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.228	ηδε μελι χλωρον :	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.228	προσφατον νεον : ουτω γαρ και ημεις χλωρον τυρον λεγομεν τον νεον : δια τι δε τον Πατροκλον ο Αχιλλευς πεμπει : ρητεον οτι κατ οικονομιαν επειδη γαρ απρακτος η πρεσβεια γεγενηται δια Πατροκλου Νεστορα βουλεται τουτο κατορθωσαι οπερ ουκ εποιησαν οι πρεσβεις : ωστε προῳκονομησεν τουτο ο ποιητης ινα και Νεστορος την των λογων δυναμιν παραστησῃ και Αχιλλεα δοξῃ μετ ευλογου προφασεως εις τον πολεμον εξαγειν ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.229	παρ δε δεπας	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.229	την κατασκευην του ποτηριου Αρισταρχος τοιαυτην ειναι φησι , πρωτον μεν περιμηκες αυτῳ ειναι . και δυο πυθμενας εχειν ουχ ετερον εξ ετερου ως τινες : αλλ' εκατερωθεν  των τεσσαρων ωτων ουκ εξ ισου τα διαστηματα ειναι ινα μη κατοπιν εναντιον του στοματος λαμβανηται , αλλ' εκατερωθεν ποτηριον δυο και δυο τουτων δε απο  μακραν πελειαδα μιαν εκατερωθεν : αντεστραμμεναι δε εισιν αυταις : ανα μεσον δε αυτων δυο κατα γαρ εκαστον των ωτων τοσαυτ  : φησιν ειναι . αυτῳ γαρ ωσει φιαλην κοιλην ωστε ταις δυο χερσιν υπολαμβανοντας των ωτων προσλαμβανεσθαι ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.230	χρυσειε νεμεθοντο .	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.230	προς την κατασκευην του ποτηριου οτι δεδιπλασιασμενον αυτο υποτιθεται τεσσαρα γαρ ωτα και δυο πυθμενας : Αρισταρχος δε την υπο συντασσει το ησαν . και φησιν υπησαν οι πυθμενες . ουτως και Αλεξιων ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.231	αλλος μεν μογεων	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.231	προς το ζητουμενον πως ο γερων αμογητι οι δε αλλοι μετα κακοπαθιας , ου δει δε ουτε δασυνειν την προφοραν . ουτε επαιρειν την προσωδιαν : αλλα νοειν οτι και τουτο των επαινων  λεγομενων Νεστορος εστι καθαπερ και το Νεστωρ δε πρωτος κτυπον αει εφωνης ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.232	αλλος μεν :	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.232	ο Ασκαλωνιτης ψιλοι και φησιν οτι επι του Νεστορος κειται . αλλος μεν γαρ αν τις αυτο μογις εκινησε , Νεστωρ δ' ο γερων αμογητι αειρεν : πολυ προτερον δε ουτως και Αρισταρχος : τινες δε βουλονται δασυνειν το α και εκτεινειν : ιν ῃ ο αλλος μεν μογεων . τουτεστιν ο Μαχαων : ημεις δε εκεινο παραφυλαξαι εχομεν ως οτι παρα τῳ ποιητῃ ου δυναται η τοιαυτη κρασις ειναι , ει γαρ και κρασιν ηβουλοντο παραλαμβανειν εχρην εις το ω ομοιως τῳ οιχετ' ανηρ ωριστος . εισι δε οι διεστειλεν αλλω το ω δασυνοντες : αλλ' ως μεν μογεων ινα το αυτο υπαρχη νοητον επι γαρ του Μαχαονος παλιν βουλονται , την διαστολην λαμβανειν , ημεις δε συγκατατιθεμεθα τῳ Αρισταρχω ψιλουντι επει βουλεται ο ποιητης και δια τουτου το ευρωστον του γεροντος παριστανειν ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.233	οιωῳ  Πραμνειῳ ,	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.233	ητοι τῳ πραϋνοντι τας φρενας η παλαιῳ απο του παραμεμενηκεναι , η απο ειδους αμπελου ουτω καλουμενης : οι δε τον απο των αναδενδραδων ειπον : πρεμνον γαρ την υφετιν καλουσιν : αλλοι δε απο Πραμνου ειπον , Πραμνη δε ορος εν τῃ Ικαριᾳ οινοφορον ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.234	επι δ' αιγειον : κνη τυρον κνῃστι χαλκειῃ	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.234	εκοπτεν δε και τυρον κνηστεϊ χαλκειῳ , τουτεστι μαχαιριῳ τυροτομῳ ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.235	αλφιτου ακτην :	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.235	ητοι περιφραστικως αλφιτα , η αρτον απο του κατασκευασματ  ο εστιν αλευρου , δηλοι δε η λεξις οτε μεν το αλευρον αποκατασσεσθαι και αλεισθαι τον σιτον : οτε αιγιαλον απο του περικατασσεσθαι αυτῳ τα κυματα ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.236	επει ρ' ωπλισσε κυκειω :	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.236	το κυκειω περισπαστεον του γαρ κυκεωνα εστιν αποκοπη και επλεονασεν το ϊ κυκειω δε εστι πολυμιγες ποτον ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.237	‡ παλιν αγγελος ,	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.237	κατ ιδιαν το παλιν : ουτως Αρισταρχος και Αλεξιων  και ο Ασκαλωνιτης ουτως δε εχει και τα της αναγνωσεως , προς γαρ το ρημα η συνταξις εγενετο παλιν ειμ' αγγελος ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.238	οσσοι δη βελεσιν βεβληαται .	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.238	συναπτεον τῳ επανω στιχῳ ισως δ' αν τις αφ ετερας αρχης αναγινωσκοι θαυμαστικον ποιων τον λογον ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.239	ουδε τι οιδε ,	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.239	διασταλτεον ητοι επι τῳ οιδε η επι το πενθεος  εχει γαρ αμφοτερα λογον  : ει μεν ουν συναπτοιτο τοις ανω το πενθεος λειψει η περι ως Εκτωρ χωομενος Σαρπηδονος , ει δε τοις εξης σχημα εσται οσσον πενθος , Αττικη δε η χρησις και αρχαια ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.240	εν νηυσιν κεαται :	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.240	οτι συλληπτικως το κατ αμφοτερων κεκουνοποιηκεν . ου γαρ οι αυτοι βεβληται , και ουτασμενοι εισι , διαστελλει μεντοι εν τοις εξης λεγων βεβληται μεν ο Τυδειδης ουτασται δ' Οδυσευς ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.241	ουταμενοι τε :	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.241	Αρισταρχος ως ισταμενοι και κιχραμενοι , Παμφιλος δε ως δεδαρμενοι επει και το βεβλημενοι συντελικον και δοκει το τοιουτον απο ενικου αριθμου πολυ προτερον τεθεωρησθαι , παρ' αυτῳ φησι γαρ ουτ' αυτοσχεδιην ουτασμενος οξεϊ χαλκῳ συντελικῃ γαρ μετοχη , συντελικην επηνεγκεν . ουτως ουν και επι των πληθυντικων αναγινωσκειν εδει ει μη αρα εκεινο τις υπερ του Αρισταρχου λεγοι , οτι ουκ ενεστωτα εκδεχομενος ουτως ανεγινωσκεν , αλλα παρακειμενον πεπονθοτα εχει δε ουτως , παρα το ουτω περισπωμενον εκπιπτει παραγωγον εις μι ληγον το ουτημι αφ ου απαρεμφατον το ουταναι . και ουταμεναι . απο δη του ουτημι γινεται παθητικῃ μετοχη ουταμενος . και ουταμενοι ως κιχραμενοι . αλλ' ου φαμεν ταυτην ειναι εν τῃ συνταξει , αλλ' ετερον τι αυτῳ συνηθες ρημα ειναι το ουταζω εθεν και ουτασεν ο αοριστος : ου γαρ δη συστολη του ουτησεν ως προδηλον κακ του απαρεμφατου ουτασαι ουδε βαλειν : και εκ του οστασται δ' Οδυσευς τουτῳ δη τῳ ουτασται , παρεθηκε μετοχην την ουτασμενος , ουτ' αυτοσχεδιην , ουτασμενος ητις κατ ελληψιν του ς εγινετο ουταμενος προπαρωξυνθη δε υπο του Αρισταρχου δια τον χαρακτηρα επει αι τοιαυται μετοχαι προπαρωξυνοντο ισταμενος κιχραμενος ο γαρ ανηρ τῳ χαρακτηρι μαλλον τους τονους προσνεμει . ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.242	αλλως τε και η γινομενη του ς υφεσις και αναδρομην εργαζεται τονου ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:11.243	αυτοι τε κτεινωμεθα επισχερω .	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.243	εφεξης απαντες . παριστησι δε δια της λεξεως οτι και επι Μυρμιδονας ηξει ο κινδυνος ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.244	αμφι βοηλασιῃ	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.244	βραχυ διασταλτεον μετα το βοηλασιη δυναται δε και τοις εξης συναπτεσθαι . ουτως δε ενικως Αρισταρχος βοηλασιῃ ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.245	ρυσι ελαυνομενος .	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.245	αντενεχυραζομενος και το πληρες ρυσια . Αυγεας γαρ  προτερος Νηλεως κατεσχεν τεσσαρας αθλοφορους ιππους αυτοισιν οχεσφιν τουτεστι θρεμματα ελαυνων το δε εξης εστιν οτ' εγω κτανον Ιτυμονηα ρυσι ελαυνομενος , τα δε αλλα δια μεσου ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.246	ληϊδα δ' εκ πεδιου .	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.246	Αρισταρχος ως Χαλκιδα . Μενεκρατης ως Ηλιδα εστι δε ουτως ορισασθαι περι της προσῳδιας ως παντα τα εις ις ληγοντα καθαρον μονως θηλυκα οξυνεσθαι θελει οιον Κριφηϊς Βρισηϊς Θαϊς Λαϊς ο δε λογος επι Ελληνικων ονοματων μη τις το Ξοϊς και Σαϊς Αιγυπτια οντα και παρα Ζηνοδοτῳ λεχθεντα παραθηται , περι μεντοι του δαϊς οξυνομενου τετολμημενου δε και βαρυνεσθαι επι ετερου σημαινομενου ειρησεται ημιν αλλαχοθι . το δε κρατεϊς δοκει επι του κυ  βεβαρυτονησθαι δια την αιτιατικην . βοστριν βοστρεϊν δε Κρατειν . ταχα δε και τουτο προς αντιδιαστολην  ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.247	αιτηματι στιζομεν κατα το τελος του στιχου πρεπωδεστερον γαρ ουτως κεχωρισθαι τα εξης ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.248	ηλιθα :	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.248	λιαν ηθροισμενην : και ο ηλιθιος ο παχυς τον νουν και μη δι ακριβης η παρα το αλησαι ο εστιν αθροισαι ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.249	οτι εγω κτανον Ιτυμονηα .	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.249	Νηλευς ο Ποσειδωνος ιππικωτατ  των καθ αυτον γενομενος επεμψεν εις Ηλιν ιππους εις τον υπ' Αυγεου κεισε συντελουμενος αγωνα νικησαντων δε τουτων φθονησας Αυγεας απεσπασε τουτους και τους ηνιοχους αφηκεν απρακτους . Νηλευς δε γνους ησυχιαν ηγε , Νεστωρ δε ο των παιδων αυτου νεωτατος στρατειαν αθροισας , επηλθεν Ηλιδι . και πολλους αποκτεινας , απελαβε τους ιππους . και ουκ ολιγην των πολεμιων απεσυραν λιαν , η ιστορια παρα Φερεκυδει ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.250	‡ πωεα :	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.250	παρα το ποᾳ χρησθαι ητις εστιν αυτοποιητος :	0	
urn:cts:greekLit:tlg5026.msA.hmt:11.251	εννυχιοι προτι αστυ :	0	diple
